ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון,category
7290000169521.0,יוניליוור,קנור,קנור נמס בכוס ועוד ירקות+קרוטונים 56ג,ברקודים חדשים,מסמן בפועל,Vegetables
7290000169538.0,יוניליוור,קנור,קנור נמס בכוס ועוד עגבניות+קרוטונים 62ג,ברקודים חדשים,מסמן בפועל,Groceries
7290000169798.0,יוניליוור,תלמה,עוגי 500גר,ברקודים חדשים,מסמן בפועל,Groceries
7290000170053.0,שטראוס,ממתקים,שוק פרה חלב ללג בדצ,ברקודים חדשים,,Dairy
7290000170077.0,שטראוס,ממתקים - נצרת,שוק פרה מריר ללג בדצ,ברקודים חדשים,,Groceries
7290000170275.0,שטראוס,ממתקים - נצרת,פרה חלב+קרם נוגט/12טבל/100גר,ברקודים חדשים,,Dairy
7290000171470.0,שטראוס,ממתקים - נצרת,כיף כף/24חטיף/45גר',ברקודים חדשים,,Groceries
7290000173269.0,שטראוס,ממתקים - נצרת,"בזוקה מגדים ללג 1.8 ק""ג",ברקודים חדשים,,Groceries
7290000174037.0,שטראוס,ממתקים - נצרת,בפלות לימון 500 גרם בדצ,ברקודים חדשים,,Groceries
7290000174099.0,שטראוס,ממתקים - נצרת,בפלות בטעם שוקולד 500 ג' בדצ,ברקודים חדשים,,Groceries
7290000175027.0,שטראוס,ממתקים - נצרת,ממרחית 500 ג ווסטהיים,ברקודים חדשים,,Groceries
7290000175027.0,שטראוס,ממתקים - נצרת,ממרחית מדבקה 500 ג ווסטהיים,ברקודים חדשים,,Groceries
7290000176857.0,שטראוס,ממתקים - נצרת,שוק' פרה לבן / 24 יח',ברקודים חדשים,,Groceries
7290000178103.0,שטראוס,ממתקים - נצרת,מאג 4 פרה חלב ללג בדצ,ברקודים חדשים,,Dairy
7290000178103.0,שטראוס,ממתקים,מאג 4 פרה חלב מדבקה ללג בדצ,ברקודים חדשים,,Dairy
7290000178134.0,שטראוס,ממתקים - נצרת,מאג 4 פרה מריר ללג בדצ,ברקודים חדשים,,Groceries
7290000179445.0,שטראוס,ממתקים - נצרת,בזוקה מגדים ללג רגיל 30 י/180,ברקודים חדשים,,Groceries
7290000180212.0,שטראוס,ממתקים - נצרת,שוק.פרה מריר+אגוזים/12טבל/100גר',ברקודים חדשים,,Groceries
7290000181103.0,שטראוס,ממתקים - נצרת,עד חצות חלב 2017,ברקודים חדשים,,Dairy
7290000182766.0,שטראוס,ממתקים - נצרת,ממרחית חלב 500 ג ווסטהיים,ברקודים חדשים,,Dairy
7290000184708.0,שטראוס,ממתקים - נצרת,בפלות שוקולד ללס בדצ,ברקודים חדשים,,Groceries
7290000185224.0,חצר כנרת,חצר כנרת,סילאן בקבוק לחיץ 650 גרם עברית 34384,ברקודים חדשים,מסמן בפועל,Groceries
7290000185293.0,חצר כנרת,חצר כנרת,סילאן טבעי 350 עברית צנצ.זכוכית 34385,ברקודים חדשים,מסמן בפועל,Groceries
7290000185330.0,חצר כנרת,חצר כנרת,סילאן טבעי 900 גרם 34376-,ברקודים חדשים,מסמן בפועל,Groceries
7290000185460.0,חצר כנרת,חצר כנרת,חרוסת 250 גרם צנצ.זכ.עברית (12 בקרטון),ברקודים חדשים,מסמן בפועל,Groceries
7290000186535.0,חוגלה,חוגלה,נייר טואלט לילי טריפל קומפורט לבן 3 שכבות,ברקודים חדשים,,Kitchen
7290000187709.0,חוגלה,חוגלה,נייר טואלט לילי לבן 48 גלילים,ברקודים חדשים,,Kitchen
7290000187921.0,חוגלה,חוגלה,נייר טואלט לילי לבן 32 גלילים,ברקודים חדשים,,Kitchen
7290000187938.0,חוגלה,חוגלה,נייר טואלט לילי פסטל 32 גלילים,ברקודים חדשים,,Kitchen
7290000187952.0,חוגלה,חוגלה,נייר טואלט לילי טריפל קומפורט ורוד 3 שכבות,ברקודים חדשים,,Kitchen
7290000190853.0,חוגלה,חוגלה,נייר טואלט לילי קלאסיק 30 גלילים,ברקודים חדשים,,Kitchen
7290000201818.0,חוגלה,חוגלה,טיטולים מידה 2,ברקודים חדשים,,Groceries
7290000201832.0,חוגלה,חוגלה,טיטולים מידה 3,ברקודים חדשים,,Groceries
7290000201849.0,חוגלה,חוגלה,טיטולים מידה 4,ברקודים חדשים,,Groceries
7290000201856.0,חוגלה,חוגלה,טיטולים מידה 4+ 40,ברקודים חדשים,,Groceries
7290000201863.0,חוגלה,חוגלה,טיטולים מידה 5,ברקודים חדשים,,Groceries
7290000201870.0,חוגלה,חוגלה,טיטולים מידה 6,ברקודים חדשים,,Groceries
7290000209722.0,פרי גליל,פרי הגליל-2,רס. עגב. א- BX28 2פריכוז,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290000211374.0,סוגת,סוגת,קמח מלא,ברקודים חדשים,,Groceries
7290000215419.0,פרי גליל,ויטה-2,מרק עוף זהב 1.15קג ויטה,ברקודים חדשים,מסמן על רב המוצרים,Meat
7290000215419.0,פרי גליל,ויטה-2,מרק עוף 1.15קג כשלפ,ברקודים חדשים,מסמן על רב המוצרים,Meat
7290000216119.0,פרי גליל,ויטה-2,קניידלך ללא מנס ויטה (36יח'),ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290000243115.0,שמן תעשיות,מותגים שונים,"שמן סויה ""מגד"" 1 ליטר",ברקודים חדשים,מסמן על אריזות,Pantry
7290000243122.0,שמן תעשיות,מותגים שונים,"קנולה 920 מ""ל זך",ברקודים חדשים,מסמן על אריזות,Groceries
7290000243177.0,שמן תעשיות,מותגים שונים,"סויה 920 מ""ל זך",ברקודים חדשים,מסמן על אריזות,Groceries
7290000243566.0,שמן תעשיות,מותגים שונים,"שמן קנולה בריאות מהטבע ""עץ-הזית"" 750 מ""ל",ברקודים חדשים,מסמן על אריזות,Pantry
7290000244051.0,הנקל סוד,הוואי ס.נוזלי שלישיה,הוואי ס. נוזלי*3 טרופי,ברקודים חדשים,,Groceries
7290000244082.0,הנקל סוד,הוואי ס.נוזלי שלישיה,הוואי ס.נוזלי *3 כחול,ברקודים חדשים,,Groceries
7290000244143.0,הנקל סוד,קרמים,הוואי קרם לאחר גילוח,ברקודים חדשים,,Groceries
7290000244280.0,עיסא ערטול,עיסא ערטול,משחת גלוח רגיל 1/25,ברקודים חדשים,,Groceries
7290000244631.0,עיסא ערטול,עיסא ערטול,ענוגה קרם גליצרין 80 גרם 1/24,ברקודים חדשים,,Groceries
7290000244761.0,הנקל סוד,קרמים,וולוטה קרם ידיים,ברקודים חדשים,,Groceries
7290000245379.0,עיסא ערטול,עיסא ערטול,אמה 0.5 קג לימון 24 יח,ברקודים חדשים,,Groceries
7290000245386.0,עיסא ערטול,עיסא ערטול,אמה 1 קג לימון 12 יח,ברקודים חדשים,,Groceries
7290000253220.0,אופמהיימר,"משווק ע""י סידס",אופנהיימר שוקוצ'יפס פרווה 300 גרם,ברקודים חדשים,,Groceries
7290000253251.0,אופמהיימר,"משווק ע""י סידס",אופנהיימר שוקוצ'יפס לבן 300 גרם,ברקודים חדשים,,Groceries
7290000253800.0,אופמהיימר,"משווק ע""י סידס",אופנהיימר סוכריות קישוט צבעים טבעיים 1*12*90 גרם,ברקודים חדשים,,Groceries
7290000255897.0,שטראוס,ממתקים - נצרת,שוק פרה פיצפ אורז ללג בדצ,ברקודים חדשים,,Grains
7290000262031.0,חוגלה,חוגלה,נייר טואלט מולט 32,ברקודים חדשים,,Kitchen
7290000262239.0,חוגלה,חוגלה,נייר טואלט מולט 48,ברקודים חדשים,,Kitchen
7290000272443.0,אסם,אסם,עסיס סירופ תפוז דיאט צבעים טבעי12*1ל חדש,ברקודים חדשים,,Groceries
7290000272467.0,אסם,אסם,עסיס סירופ פטל דיאט צבעים טב.12*1ליטר,ברקודים חדשים,,Groceries
7290000272696.0,אסם,אסם,עסיס מיץ לימון משומר 12*1ליטר,ברקודים חדשים,,Beverages
7290000272726.0,אסם,אסם,עסיס חומץ טבעי 5% 12*1ליטר חדש,ברקודים חדשים,,Pantry
7290000275901.0,אסם,אסם,צבר חומוסטחינה צנובר6*400גרם,ברקודים חדשים,,Pantry
7290000284316.0,החברה המרכזית,קוקה קולה,קוקה קולה 1.5 ליטר,ברקודים חדשים,,Beverages
7290000284347.0,החברה המרכזית,קוקה קולה,קינלי סודה 1.5 ליטר,ברקודים חדשים,,Beverages
7290000284361.0,החברה המרכזית,קוקה קולה,דיאט קוקה קולה 1.5 ליטר,ברקודים חדשים,,Beverages
7290000284743.0,החברה המרכזית,קוקה קולה,דיאט קולה נטול 1.5 ליטר,ברקודים חדשים,,Beverages
7290000300139.0,אסם,אסם,טבעול המבורגר 5% שומן מן הצומח 6*750גרם,ברקודים חדשים,,Groceries
7290000300337.0,אסם,אסם,טבעול נקניקיה וינר 6*750גרם,ברקודים חדשים,,Meat
7290000300689.0,אסם,אסם,טבעול שניצל ברוקולי 6*750גרם 2015,ברקודים חדשים,,Meat
7290000300900.0,אסם,אסם,טבעול שניצל תירס 8*750גרם-חדש,ברקודים חדשים,,Meat
7290000300924.0,אסם,אסם,טבעול שניצל תרד 6*750גרם 2015,ברקודים חדשים,,Meat
7290000301501.0,אסם,אסם,טבעול נקנק.מיני קוקטייל מעושן 6*750גרם,ברקודים חדשים,,Groceries
7290000301655.0,אסם,אסם,טבעול חטיפי תירס 6*600גרם-חדש,ברקודים חדשים,,Groceries
7290000301662.0,אסם,אסם,טבעול שניצל מן הצומח 99 קלוריות 6*750גרם,ברקודים חדשים,,Meat
7290000301778.0,אסם,אסם,טבעול כרובית בציפוי פריך 6*500גרם-חדש,ברקודים חדשים,,Groceries
7290000309033.0,המברשת רוחמה,המברשת רוחמה,מטאטא שחור אדום גוף פלסטיק,ברקודים חדשים,,Groceries
7290000309057.0,המברשת רוחמה,המברשת רוחמה,מטאטא זאוס גוף פלסטיק,ברקודים חדשים,,Groceries
7290000309057.0,המברשת רוחמה,המברשת רוחמה,מטאטא זאוס גוף פלסטיק,ברקודים חדשים,,Groceries
7290000309071.0,המברשת רוחמה,המברשת רוחמה,מטאטא ניל צבעוני גוף פלסטיק,ברקודים חדשים,,Groceries
7290000309118.0,המברשת רוחמה,המברשת רוחמה,"מטאטא טייגר כביש 40 ס""מ פלסטיק",ברקודים חדשים,,Groceries
7290000309125.0,המברשת רוחמה,המברשת רוחמה,מברשת סיוד 700,ברקודים חדשים,,Groceries
7290000309149.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק יותם 40 ס""מ",ברקודים חדשים,,Groceries
7290000309156.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק אלכס חד להב 40 ס""מ",ברקודים חדשים,,Groceries
7290000309163.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק אלכס חד להב 40 ס""מ",ברקודים חדשים,,Groceries
7290000309224.0,המברשת רוחמה,המברשת רוחמה,"מטאטא טייגר כביש 30 ס""מ פלסטיק",ברקודים חדשים,,Groceries
7290000309248.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק דיסקברי 50 ס""מ",ברקודים חדשים,,Groceries
7290000309255.0,המברשת רוחמה,המברשת רוחמה,"מגב פלסטיק דיסקברי 60 ס""מ",ברקודים חדשים,,Groceries
7290000309262.0,המברשת רוחמה,המברשת רוחמה,מטאטא 023 גוף עץ,ברקודים חדשים,,Groceries
7290000309293.0,המברשת רוחמה,המברשת רוחמה,מטאטא פנטזיה גוף פלסטיק,ברקודים חדשים,,Groceries
7290000309293.0,המברשת רוחמה,המברשת רוחמה,מטאטא פנטזיה גוף פלסטיק,ברקודים חדשים,,Groceries
7290000309316.0,המברשת רוחמה,המברשת רוחמה,מטאטא פנטזיה+מקל מתכת 1.20 מטר,ברקודים חדשים,,Groceries
7290000309316.0,המברשת רוחמה,המברשת רוחמה,מטאטא פנטזיה גוף פלסטיק,ברקודים חדשים,,Groceries
7290000309385.0,המברשת רוחמה,המברשת רוחמה,מברשת סיוד 800,ברקודים חדשים,,Groceries
7290000309422.0,המברשת רוחמה,המברשת רוחמה,מטאטא ניל צבעוני גוף פלסטיק,ברקודים חדשים,,Groceries
7290000309453.0,המברשת רוחמה,המברשת רוחמה,"מטאטא כביש עץ 30 ס""מ",ברקודים חדשים,,Groceries
7290000309453.0,המברשת רוחמה,המברשת רוחמה,"מטאטא כביש עץ 30 ס""מ",ברקודים חדשים,,Groceries
7290000309460.0,המברשת רוחמה,המברשת רוחמה,מטאטא טופ גוף עץ,ברקודים חדשים,,Groceries
7290000309484.0,המברשת רוחמה,המברשת רוחמה,"מטאטא כביש עץ 40 ס""מ",ברקודים חדשים,,Groceries
7290000309507.0,המברשת רוחמה,המברשת רוחמה,"מטאטא אולמות 120 ס""מ גוף עץ",ברקודים חדשים,,Groceries
7290000309514.0,המברשת רוחמה,המברשת רוחמה,יעה+מקל מתקפל נועם,ברקודים חדשים,,Groceries
7290000309576.0,המברשת רוחמה,המברשת רוחמה,מטאטא שיער סוס 28/7 גוף עץ,ברקודים חדשים,,Groceries
7290000309583.0,המברשת רוחמה,המברשת רוחמה,דלי צבעוני 12 ליטר עם פייה,ברקודים חדשים,,Groceries
7290000309620.0,המברשת רוחמה,המברשת רוחמה,"מטאטא טייגר כביש 60 ס""מ פלסטיק",ברקודים חדשים,,Groceries
7290000309682.0,המברשת רוחמה,המברשת רוחמה,מטאטא 028/7 גוף עץ בוק,ברקודים חדשים,,Groceries
7290000309699.0,המברשת רוחמה,המברשת רוחמה,מטאטא שיער סוס 28/7 אריזה אישית,ברקודים חדשים,,Groceries
7290000309699.0,המברשת רוחמה,המברשת רוחמה,מטאטא שיער סוס 28/7 גוף עץ,ברקודים חדשים,,Groceries
